x,y
153.2665445,-28.24084351
153.2662755,-28.24108701
153.266162,-28.24116951
153.2657845,-28.24145451
153.265526,-28.24166151
153.264137,-28.24354851
153.2594545,-28.24459551
153.2561825,-28.24516501
153.2543185,-28.24550401
153.253496,-28.24593201
153.253518,-28.24615701
153.2526715,-28.24628701
153.2518845,-28.24657851
153.2511595,-28.24675101
153.250136,-28.24669451
153.25002,-28.24707301
153.2496195,-28.24765851
153.2488295,-28.24760201
153.2484535,-28.24740701
153.246367,-28.24699651
153.24502,-28.24706651
153.2438805,-28.24751451
153.2436865,-28.24769851
153.243662,-28.24836351
153.243287,-28.24874201
153.2424315,-28.24898251
153.241018,-28.25033951
153.2391025,-28.25180051
153.2388445,-28.25232851
153.2384825,-28.25271851
153.2381595,-28.25320051
153.23706,-28.25439401
153.236771,-28.25516201
153.235582,-28.25669301
153.235869,-28.25735901
153.235383,-28.25897301
153.2354775,-28.25944201
153.2345465,-28.26294401
153.232793,-28.26514301
153.2315455,-28.26519001
153.229748,-28.26497151
153.229011,-28.26451801
153.2278715,-28.26427351
153.226962,-28.26414951
153.2261425,-28.26397801
153.2253535,-28.26411701
153.223612,-28.26368751
153.222964,-28.26356701
153.2219135,-28.26337251
153.2211785,-28.26317351
153.219948,-28.26308851
153.219288,-28.26290301
153.2189505,-28.26309651
153.218549,-28.26301451
153.2181875,-28.26280701
153.2179685,-28.26246201
153.217764,-28.26187651
153.217467,-28.26155401
153.216421,-28.26077051
153.2154405,-28.25981501
153.2147025,-28.25972051
153.2138,-28.25873101
153.21353,-28.25825951
153.213156,-28.25787951
153.212731,-28.25724751
153.212162,-28.25701601
153.211618,-28.25700251
153.2086285,-28.25334451
153.2080075,-28.25318151
153.207713,-28.25242351
153.2061415,-28.25273601
153.2051075,-28.25264601
153.204384,-28.25342201
153.2042385,-28.25440401
153.2037825,-28.25485301
153.203703,-28.25531851
153.201957,-28.25593601
153.20116,-28.25591001
153.2000485,-28.25640401
153.1991105,-28.25601201
153.198758,-28.25559901
153.1982595,-28.25522801
153.1976505,-28.25504601
153.197269,-28.25476951
153.196601,-28.25451451
153.194809,-28.25318601
153.1946815,-28.25287701
153.1938735,-28.25197901
153.192972,-28.25120201
153.192727,-28.25044751
153.1921215,-28.24981251
153.1897955,-28.24853801
153.189449,-28.24811351
153.1886725,-28.24783801
153.1883485,-28.24788301
153.185813,-28.24884201
153.1848135,-28.24886451
153.1829135,-28.24912201
153.1820215,-28.25006501
153.1809765,-28.25038251
153.1808055,-28.25073051
153.1802235,-28.25094951
153.1794015,-28.25061801
153.1785855,-28.25092601
153.1774975,-28.25036651
153.1771285,-28.25040651
153.176273,-28.25156951
153.1764845,-28.25321301
153.175022,-28.25587451
153.174373,-28.25654201
153.173992,-28.25975151
153.173299,-28.26015951
153.1725995,-28.26021601
153.1728565,-28.26473951
153.173542,-28.26554901
153.1757025,-28.26965051
153.175698,-28.27070301
153.175105,-28.27130151
153.17541,-28.27377551
153.175956,-28.27432101
153.176231,-28.27531251
153.172102,-28.27724301
153.1705455,-28.27652151
153.168932,-28.27804801
153.1676715,-28.27780251
153.166443,-28.27882451
153.163933,-28.27982801
153.1633895,-28.27974101
153.162766,-28.28011901
153.162169,-28.28021401
153.162075,-28.28062301
153.162331,-28.28161451
153.1647335,-28.28317701
153.1651815,-28.28328251
153.165812,-28.28356651
153.1666535,-28.28422051
153.1658045,-28.28510601
153.1653565,-28.28690751
153.1657185,-28.28810701
153.1671805,-28.28917001
153.1683715,-28.29008401
153.168514,-28.29082301
153.1691335,-28.29120901
153.1692045,-28.29186451
153.1697405,-28.29221201
153.16836,-28.29456101
153.16744,-28.29540801
153.166676,-28.29575451
153.1659445,-28.29648551
153.1654015,-28.29673201
153.1649455,-28.29720351
153.163597,-28.29701651
153.1629875,-28.29651151
153.1626095,-28.29642151
153.161972,-28.29576401
153.1612,-28.29543151
153.160645,-28.29571801
153.159771,-28.29600401
153.158812,-28.29586101
153.1572785,-28.29534301
153.156249,-28.29551851
153.155471,-28.29548601
153.1543975,-28.29662951
153.15441,-28.29947051
153.1543335,-28.30012251
153.1537265,-28.30067601
153.1534525,-28.30131451
153.152247,-28.30161151
153.1516955,-28.30207301
153.150264,-28.30222101
153.14979,-28.30274951
153.147167,-28.30386201
153.1446195,-28.30397701
153.1436685,-28.30425301
153.143075,-28.30484551
153.142677,-28.30567301
153.1433405,-28.30664651
153.1435455,-28.30702801
153.1443125,-28.31128851
153.1439755,-28.31195651
153.1414555,-28.31155601
153.1406345,-28.31098651
153.139008,-28.31092801
153.138443,-28.31136751
153.1364825,-28.31185201
153.133876,-28.31736701
153.128485,-28.31716001
153.1267135,-28.31720601
153.125824,-28.31768451
153.124968,-28.32018851
153.123862,-28.32133251
153.123388,-28.32250601
153.1237195,-28.32346301
153.124548,-28.32441701
153.1261515,-28.32553451
153.129385,-28.32944951
153.1283045,-28.33025351
153.1258765,-28.33550001
153.1242355,-28.33603001
153.124572,-28.33755251
153.124396,-28.33865351
153.1230145,-28.33877751
153.119499,-28.34126251
153.11567,-28.34078051
153.115985,-28.34286401
153.115677,-28.34340651
153.1150935,-28.34389151
153.115026,-28.34694301
153.113477,-28.34861501
153.113069,-28.35153051
153.1132025,-28.35216801
153.112562,-28.35265901
153.112125,-28.35314701
153.111538,-28.35573151
153.1098485,-28.35544201
153.108979,-28.35564251
153.109368,-28.35662101
153.1081035,-28.35784151
153.106115,-28.35692251
153.104936,-28.35665251
153.102749,-28.35733851
153.0987595,-28.35649651
153.0979815,-28.35585801
153.0972775,-28.35573351
153.096763,-28.35550951
153.096108,-28.35562201
153.094159,-28.35508701
153.0936805,-28.35442151
153.0928495,-28.35432701
153.0924515,-28.35386901
153.0916115,-28.35362801
153.090725,-28.35364201
153.0903365,-28.35332551
153.0894815,-28.35298251
153.0871195,-28.35418051
153.0866375,-28.35432951
153.0853925,-28.35423601
153.084336,-28.35436601
153.0831895,-28.35378451
153.080967,-28.35427801
153.079672,-28.35393051
153.078509,-28.35282251
153.0777765,-28.35189501
153.0761235,-28.35149651
153.075536,-28.35243401
153.0744985,-28.35221251
153.0718295,-28.35039251
153.0707485,-28.34791951
153.0672015,-28.34652101
153.065722,-28.34418401
153.0620305,-28.34358001
153.0597765,-28.34407951
153.058053,-28.34266901
153.053383,-28.34323451
153.051909,-28.34149751
153.049182,-28.34197001
153.047627,-28.34033051
153.04493,-28.33901401
153.0381025,-28.34349501
153.035286,-28.34159201
153.032467,-28.34190151
153.030276,-28.33967701
153.025035,-28.33936201
153.022235,-28.33797901
153.010219,-28.34126501
153.0079025,-28.34081351
153.0080205,-28.34025851
153.006345,-28.34031451
153.0040845,-28.33996451
153.0031615,-28.33966051
153.000253,-28.34022251
152.9971475,-28.33981201
152.9962535,-28.33997501
152.995559,-28.33936951
152.9946375,-28.33886801
152.99268,-28.33862701
152.99162,-28.33726601
152.990083,-28.33667451
152.9887855,-28.33715101
152.9863555,-28.33804401
152.985371,-28.33815551
152.983823,-28.33816001
152.9823095,-28.33687501
152.980122,-28.33532201
152.9784075,-28.33378501
152.977269,-28.33360101
152.9772645,-28.33360051
152.976243,-28.33343551
152.9732205,-28.33189001
152.973156,-28.33189401
152.9727025,-28.33192251
152.968775,-28.33216951
152.967778,-28.33247801
152.9676575,-28.33251501
152.9675235,-28.33255651
152.967502,-28.33256351
152.965746,-28.33267401
152.9629265,-28.33218851
152.960894,-28.33280751
152.95929,-28.33361401
152.9586345,-28.33367801
152.958595,-28.33389301
152.9577785,-28.33375051
152.957007,-28.33361251
152.956327,-28.33361601
152.955384,-28.33356051
152.9545885,-28.33383801
152.953687,-28.33395151
152.9527925,-28.33398251
152.952014,-28.33394801
152.951583,-28.33382201
152.950952,-28.33368751
152.9501205,-28.33387701
152.9495665,-28.33413151
152.9489555,-28.33455551
152.948634,-28.33471501
152.947849,-28.33498951
152.947495,-28.33498001
152.9467815,-28.33519851
152.9461395,-28.33533201
152.945512,-28.33546801
152.9447075,-28.33552601
152.9438555,-28.33515551
152.9431955,-28.33480751
152.9426625,-28.33459401
152.941855,-28.33445601
152.940631,-28.33451501
152.9400385,-28.33477951
152.939396,-28.33490001
152.938593,-28.33494001
152.93792,-28.33520901
152.9375665,-28.33545651
152.9372305,-28.33570951
152.9372495,-28.33555801
