x,y
142.54131,-10.84174651
142.540916,-10.84167251
142.5406685,-10.84168201
142.540429,-10.84174251
142.540121,-10.84178601
142.5393015,-10.84210351
142.5387035,-10.84233451
142.53796,-10.84253251
142.5369605,-10.84272401
142.5362255,-10.84295601
142.5358155,-10.84311851
142.5351325,-10.84332501
142.5347225,-10.84342851
142.5343455,-10.84343051
142.5335595,-10.84352751
142.5332695,-10.84366451
142.53291,-10.84368251
142.53249,-10.84364301
142.53225,-10.84352551
142.531787,-10.84335001
142.531102,-10.84316701
142.530545,-10.84295001
142.5302355,-10.84275751
142.52991,-10.84253101
142.5294375,-10.84223701
142.5290085,-10.84211251
142.528743,-10.84207101
142.528563,-10.84193651
142.528229,-10.84188751
142.528076,-10.84198951
142.5280845,-10.84207451
142.5281365,-10.84223501
142.528155,-10.84242951
142.528113,-10.84262401
142.5276955,-10.84292201
142.527482,-10.84301601
142.5272855,-10.84300051
142.52696,-10.84299301
142.5267295,-10.84304501
142.5265335,-10.84317351
142.526046,-10.84329451
142.5257385,-10.84326151
142.5255065,-10.84319501
142.525181,-10.84301901
142.524888,-10.84280101
142.524691,-10.84268351
142.524529,-10.84270951
142.524128,-10.84296551
142.5236415,-10.84312001
142.5232905,-10.84318951
142.5230085,-10.84331751
142.522744,-10.84347951
142.522532,-10.84369251
142.52249,-10.84386151
142.5224055,-10.84416651
142.522227,-10.84430251
142.5220215,-10.84434601
142.5217145,-10.84442351
142.5213045,-10.84451051
142.5210555,-10.84451151
142.52079,-10.84441051
142.520387,-10.84417651
142.5201035,-10.84396651
142.5200255,-10.84376351
142.5200835,-10.84351001
142.5201165,-10.84312001
142.520394,-10.84249701
142.5194105,-10.84239251
142.51867,-10.84230551
142.5183115,-10.84267351
142.5181695,-10.84296901
142.518202,-10.84321301
142.518131,-10.84349701
142.518084,-10.84430001
142.518086,-10.84471701
142.518088,-10.84514351
142.518079,-10.84551001
142.518061,-10.84589601
142.518155,-10.84630251
142.518245,-10.84667251
142.51833,-10.84684651
142.51878,-10.84723251
142.519061,-10.84760901
142.5194085,-10.84803101
142.519475,-10.84827951
142.5194765,-10.84858401
142.5194215,-10.84875901
142.519265,-10.84909151
142.5191165,-10.84938801
142.5189035,-10.84960951
142.5186155,-10.84998101
142.518553,-10.85028651
142.518582,-10.85091051
142.518482,-10.85139551
142.518357,-10.85217251
142.518089,-10.85273351
142.517553,-10.85370351
142.517248,-10.85446901
142.5168775,-10.85522251
142.5164825,-10.85598851
142.5159645,-10.85675101
142.5157795,-10.85710201
142.515679,-10.85748951
142.5154855,-10.85793351
142.5152725,-10.85831251
142.515107,-10.85868201
142.514895,-10.85923551
142.514666,-10.86015001
142.51452,-10.86074101
142.514429,-10.86116551
142.5144675,-10.86134901
142.5145235,-10.86143151
142.5147195,-10.86151401
142.51472,-10.86156901
142.5146375,-10.86171701
142.514414,-10.86182001
142.514105,-10.86165501
142.513899,-10.86150901
142.513592,-10.86152851
142.5133495,-10.86152951
142.5129945,-10.86151351
142.5125745,-10.86144101
142.5123225,-10.86135951
142.512005,-10.86136101
142.511427,-10.86160051
142.511271,-10.86176501
142.511339,-10.86187601
142.5116095,-10.86180851
142.51197,-10.86178401
142.512354,-10.86202751
142.5129635,-10.86220251
142.5136405,-10.86246651
142.5140475,-10.86266551
142.514522,-10.86297401
142.51475,-10.86337451
142.515048,-10.86439801
142.5151195,-10.86511051
142.5152365,-10.86602301
142.5152195,-10.86704801
142.5150915,-10.86847451
142.515118,-10.86943201
142.5152135,-10.87198851
142.5152125,-10.87239901
142.515163,-10.87274101
142.515037,-10.87329201
142.5149485,-10.87354901
142.514705,-10.87438051
142.5145125,-10.87520751
142.514376,-10.87570751
142.5143495,-10.87661151
142.5143765,-10.87686301
142.514382,-10.87776901
142.514325,-10.87812351
142.5141895,-10.87861701
142.514067,-10.87955251
142.5140085,-10.87989451
142.51386,-10.88040151
142.513699,-10.88097351
142.513664,-10.88123051
142.513636,-10.88207351
142.5136365,-10.88216751
142.5136545,-10.88258851
142.51372,-10.88293001
142.513796,-10.88308851
142.5140695,-10.88343651
142.514391,-10.88374151
142.5148915,-10.88400451
142.5152215,-10.88413951
142.5153,-10.88420801
142.515323,-10.88476651
142.515413,-10.88491601
142.5155665,-10.88505301
142.5158995,-10.88505751
142.516205,-10.88502701
142.5163585,-10.88503551
142.516572,-10.88529101
142.516814,-10.88536651
142.5168955,-10.88555451
142.5168195,-10.88626551
142.516722,-10.88705601
142.516713,-10.88713201
142.5166905,-10.88783901
142.5167465,-10.88808651
142.5169665,-10.88841451
142.5169945,-10.88848301
142.517201,-10.88877051
142.517394,-10.88902351
142.517784,-10.88899751
142.517866,-10.88902201
142.517949,-10.88906901
142.518105,-10.88921101
142.51816,-10.88937901
142.518178,-10.89028101
142.518162,-10.89036051
142.518004,-10.89059301
142.5179415,-10.89083001
142.5179415,-10.89108701
142.518088,-10.89140251
142.5181395,-10.89147801
142.5182885,-10.89164201
142.518618,-10.89190901
142.5188095,-10.89215401
142.5190135,-10.89267001
142.5190215,-10.89299751
142.5189635,-10.89346751
142.518961,-10.89382751
142.5189955,-10.89470101
142.519006,-10.89552701
142.5190085,-10.89616151
142.5189815,-10.89632451
142.5189855,-10.89688701
142.5190345,-10.89714101
142.5191035,-10.89746251
142.5191145,-10.89795751
142.518999,-10.89827401
142.518867,-10.89877551
142.518753,-10.89903101
142.518413,-10.89962201
142.5182825,-10.89987401
142.51805,-10.90018901
142.517924,-10.90045701
142.517817,-10.90063301
142.517429,-10.90111401
142.51734,-10.90127551
142.5172385,-10.90143051
142.5170165,-10.90164701
142.5169635,-10.90188201
142.5169105,-10.90210051
142.517171,-10.90235851
142.517334,-10.90239301
142.517579,-10.90239201
142.5179795,-10.90239501
142.518116,-10.90253751
142.5181585,-10.90278601
142.5181745,-10.90368251
142.5181695,-10.90409851
142.5180995,-10.90452551
142.51808,-10.90461901
142.517938,-10.90539551
142.517785,-10.90588951
142.517722,-10.90623201
142.517618,-10.90664651
142.5176085,-10.90707501
142.517799,-10.90748101
142.517824,-10.90790751
142.5177885,-10.90849001
142.5176665,-10.90883401
142.5176195,-10.90892301
142.517541,-10.90936451
142.5175295,-10.90972451
142.517443,-10.90998151
142.5173745,-10.91007701
142.5173165,-10.91018201
142.5169765,-10.91070801
142.5168675,-10.91094201
142.516672,-10.91116901
142.5166035,-10.91131651
142.516432,-10.91143401
142.516275,-10.91145451
142.516197,-10.91149651
142.515933,-10.91186951
142.5157835,-10.91200251
142.515689,-10.91214751
142.515672,-10.91222451
142.515413,-10.91252851
142.5151755,-10.91259101
142.514971,-10.91282001
142.514567,-10.91312501
142.5143285,-10.91335301
142.514169,-10.91345351
142.5139385,-10.91348151
142.5135485,-10.91378901
142.5134615,-10.91393951
142.513304,-10.91404701
142.512657,-10.91419051
142.51225,-10.91442501
142.512095,-10.91456401
142.5118325,-10.91471351
142.511671,-10.91479751
142.511017,-10.91503201
142.5106815,-10.91505901
142.510192,-10.91502901
142.5093845,-10.91492601
142.509142,-10.91486601
142.5083705,-10.91480451
142.5074855,-10.91473401
142.507394,-10.91477351
142.5069985,-10.91475251
142.50676,-10.91479551
142.5060875,-10.91513751
142.5059225,-10.91519001
142.5058405,-10.91524551
142.505586,-10.91528951
142.5050675,-10.91550151
142.5047315,-10.91556551
142.504487,-10.91574801
142.5043825,-10.91590551
142.5043035,-10.91595551
142.503802,-10.91615001
142.503569,-10.91619601
142.5034925,-10.91627151
142.503017,-10.91648801
142.5026835,-10.91673401
142.5025965,-10.91674051
142.501887,-10.91699201
142.501641,-10.91719201
142.501963,-10.91734601
142.502181,-10.91759001
142.502332,-10.91765151
142.50257,-10.91764951
142.5026425,-10.91770451
142.5026785,-10.91778101
142.5032705,-10.91835151
142.5039755,-10.91902951
142.5044545,-10.91906601
142.504776,-10.91918451
142.5052415,-10.91932251
142.5060525,-10.91981151
142.506392,-10.92013401
142.5065405,-10.92024101
142.5069815,-10.92058401
142.5071995,-10.92083001
142.5073065,-10.92100951
142.5074555,-10.92152301
142.507456,-10.92184951
142.507391,-10.92271301
142.507296,-10.92323701
142.5072025,-10.92357501
142.5069905,-10.92450901
142.506647,-10.92540551
142.506329,-10.92622451
142.5061865,-10.92660301
142.5059625,-10.92700751
142.505491,-10.92778001
142.505452,-10.92804151
142.5053,-10.92861901
142.505241,-10.92888801
142.505101,-10.92920951
142.5050345,-10.92946401
142.5047715,-10.93030901
142.5047525,-10.93049701
142.5047055,-10.93059651
142.504326,-10.93118701
142.504266,-10.93126151
142.5038425,-10.93232901
142.503571,-10.93280451
142.503445,-10.93303851
142.503,-10.93361401
142.502911,-10.93377001
142.5027185,-10.93385601
142.502621,-10.93401651
142.502541,-10.93407001
142.502294,-10.93412851
142.5020425,-10.93413151
142.5020175,-10.93419951
142.502008,-10.93429901
142.502053,-10.93437901
142.502201,-10.93453751
142.502203,-10.93471301
142.5021685,-10.93494351
142.502043,-10.93509701
142.5017905,-10.93528801
142.5016015,-10.93537201
142.501273,-10.93554301
142.50092,-10.93592701
142.5008285,-10.93596551
142.4999995,-10.93624151
142.4999225,-10.93626651
142.49971,-10.93633601
142.499009,-10.93667851
142.4981185,-10.93701301
142.497763,-10.93710501
142.497236,-10.93741101
142.497523,-10.93792451
142.497858,-10.93852451
142.4981055,-10.93860151
142.498472,-10.93875701
142.4989315,-10.93911001
142.4993185,-10.93951701
142.499644,-10.93995551
142.499864,-10.94045451
142.499961,-10.94079251
142.500089,-10.94115951
142.5003845,-10.94260851
142.5005005,-10.94328501
142.500557,-10.94345551
142.5006665,-10.94372351
142.500817,-10.94398151
142.5009065,-10.94434101
142.5009345,-10.94450001
142.500876,-10.94515001
142.500783,-10.94600151
142.5007245,-10.94689851
142.500683,-10.94773701
142.50071,-10.94852801
142.500791,-10.94936101
142.500787,-10.95009351
142.50074,-10.95102301
142.500717,-10.95126001
142.5011245,-10.95146151
142.5014225,-10.95160801
142.5015785,-10.95165901
142.501626,-10.95181901
142.5015925,-10.95266351
142.5015735,-10.95292651
142.5014435,-10.95356751
142.5010835,-10.95443001
142.5008025,-10.95531251
142.500426,-10.95594101
142.5002435,-10.95619051
142.499999,-10.95658251
142.499993,-10.95659251
142.499599,-10.95700851
142.4988745,-10.95778251
142.498556,-10.95811401
142.498154,-10.95859951
142.4978525,-10.95890201
142.497536,-10.95911151
142.4974885,-10.95931901
142.4972245,-10.95960201
142.4969795,-10.95982201
142.496665,-10.96021451
142.4959695,-10.96095001
142.495802,-10.96109901
142.4955825,-10.96142101
142.4952945,-10.96172801
142.4948495,-10.96230001
142.4946075,-10.96248401
142.494523,-10.96254301
142.4941885,-10.96283051
142.4937605,-10.96303601
142.4934045,-10.96319151
142.492892,-10.96354451
142.492644,-10.96373201
142.49206,-10.96425651
142.4912565,-10.96494951
142.491027,-10.96517601
142.4905375,-10.96550251
142.4904685,-10.96558001
142.489612,-10.96628751
142.4891945,-10.96663951
142.4890095,-10.96675701
142.48876,-10.96700301
142.4884955,-10.96719901
142.4881305,-10.96759301
142.487968,-10.96771501
142.4877815,-10.96784151
142.487399,-10.96822951
142.4867215,-10.96871401
142.486493,-10.96892901
142.486393,-10.96907901
142.485722,-10.96951501
142.4855965,-10.96966501
142.485207,-10.96999501
142.484572,-10.97052601
142.484022,-10.97101251
142.4839415,-10.97106001
142.4831775,-10.97156651
142.4823395,-10.97200901
142.481822,-10.97230801
142.48117,-10.97253451
142.4806555,-10.97261301
142.4798445,-10.97264401
142.479344,-10.97262401
142.479009,-10.97257951
142.4789245,-10.97254451
142.478183,-10.97227951
142.4778075,-10.97205801
142.477407,-10.97189751
142.4771025,-10.97170701
142.4766225,-10.97147801
142.476286,-10.97133401
142.475805,-10.97101101
142.4754775,-10.97083601
142.4752365,-10.97076851
142.4749745,-10.97065351
142.4745015,-10.97047851
142.4743535,-10.97034151
142.4741955,-10.97027001
142.4739595,-10.97011951
142.473372,-10.96986551
142.4729995,-10.96970801
142.4725805,-10.96968401
142.4717315,-10.96972701
142.4715695,-10.96974401
142.471166,-10.96970451
142.470911,-10.96979851
142.470647,-10.96990951
142.4703245,-10.96992451
142.470072,-10.97002851
142.469215,-10.97024701
142.468885,-10.97035251
142.4683825,-10.97044801
142.467479,-10.97056751
142.467725,-10.97206801
142.467999,-10.97374001
142.4682565,-10.97369851
142.4685075,-10.97370351
142.468602,-10.97372351
142.4690015,-10.97393151
142.4693155,-10.97405101
142.469727,-10.97419501
142.470449,-10.97461601
142.47079,-10.97491301
142.4709525,-10.97501501
142.471802,-10.97546751
142.472684,-10.97582851
142.4727755,-10.97587251
142.4733585,-10.97617901
142.4735365,-10.97630551
142.473698,-10.97640951
142.474039,-10.97652451
142.47435,-10.97646551
142.475231,-10.97650601
142.4760785,-10.97655101
142.476963,-10.97659451
142.477927,-10.97670901
142.478826,-10.97684051
142.479743,-10.97700251
142.480666,-10.97716951
142.481526,-10.97731551
142.482367,-10.97751951
142.482456,-10.97754351
142.4826095,-10.97765401
142.4827005,-10.97782601
142.482919,-10.97795051
142.4832625,-10.97814551
142.483417,-10.97818051
142.483743,-10.97802551
142.484149,-10.97783101
142.4845775,-10.97765601
142.48484,-10.97760701
142.485601,-10.97742751
142.485866,-10.97735251
142.486209,-10.97731551
142.486464,-10.97720851
142.486947,-10.97699601
142.487369,-10.97688301
142.4879225,-10.97671101
142.488283,-10.97649601
142.4891555,-10.97602701
142.4892385,-10.97598151
142.489582,-10.97590651
142.4898345,-10.97572901
142.489971,-10.97557201
142.490145,-10.97534851
142.490224,-10.97530651
142.4904435,-10.97507401
142.4907395,-10.97476101
142.4909335,-10.97437651
142.491135,-10.97413501
142.4919605,-10.97354601
142.4927875,-10.97302051
142.49346,-10.97240151
142.493623,-10.97233101
142.494401,-10.97181351
142.4945645,-10.97168801
142.4947235,-10.97164401
142.4951645,-10.97133801
142.495253,-10.97128751
142.495882,-10.97082601
142.496057,-10.97066551
142.496419,-10.97037401
142.4969085,-10.96990901
142.497196,-10.96952801
142.4973565,-10.96940751
142.497437,-10.96940901
142.4982845,-10.96908101
142.4991225,-10.96875601
142.499048,-10.96804851
142.499045,-10.96754301
142.4991225,-10.96748151
142.499197,-10.96725151
142.4992805,-10.96699051
142.499283,-10.96682751
142.4993275,-10.96633951
142.499528,-10.96602301
142.49958,-10.96595101
142.4997685,-10.96564551
142.4999995,-10.96538601
142.5003165,-10.96502901
142.501717,-10.96392601
142.502687,-10.96308151
142.5037655,-10.96211351
142.50442,-10.96146001
142.505265,-10.96023601
142.505824,-10.95971801
142.5062355,-10.95909301
142.5064285,-10.95874851
142.506574,-10.95852201
142.5067585,-10.95812751
142.50695,-10.95781051
142.5071615,-10.95731751
142.507326,-10.95691351
142.507475,-10.95672451
142.507593,-10.95648701
142.507795,-10.95596001
142.5079745,-10.95561001
142.5081245,-10.95536801
142.508305,-10.95525651
142.5084635,-10.95511401
142.508536,-10.95486601
142.5085625,-10.95445001
142.508543,-10.95403051
142.5085765,-10.95360201
142.5087645,-10.95337951
142.5092365,-10.95244601
142.509849,-10.95123401
142.509758,-10.95093601
142.509613,-10.95047951
142.509593,-10.95002351
142.5096655,-10.94910301
142.5097435,-10.94826251
142.5099835,-10.94745751
142.510146,-10.94660951
142.5105435,-10.94581201
142.510611,-10.94544101
142.511222,-10.94413901
142.511551,-10.94331201
142.512011,-10.94243451
142.5125415,-10.94159101
142.513045,-10.94080901
142.513629,-10.93998701
142.5143395,-10.93913301
142.515062,-10.93837801
142.515303,-10.93814251
142.5155165,-10.93782251
142.5157295,-10.93758251
142.516496,-10.93681551
142.5173295,-10.93608101
142.5178305,-10.93564551
142.518156,-10.93542501
142.5190325,-10.93489651
142.5193765,-10.93472751
142.51956,-10.93467201
142.5198235,-10.93453001
142.520512,-10.93408701
142.5211295,-10.93372051
142.52137,-10.93350501
142.521573,-10.93335051
142.521758,-10.93316501
142.521974,-10.93298751
142.5221615,-10.93283501
142.522719,-10.93250301
142.5230485,-10.93233501
142.5233915,-10.93238751
142.524075,-10.93164651
142.5253825,-10.93022651
142.525643,-10.92981851
142.5259735,-10.92940301
142.526358,-10.92891151
142.526547,-10.92858551
142.5268775,-10.92795101
142.5269285,-10.92787651
142.5270105,-10.92784351
142.527325,-10.92779051
142.5273455,-10.92748451
142.5274085,-10.92733051
142.527802,-10.92675201
142.528023,-10.92649851
142.5287055,-10.92564701
142.5293445,-10.92483451
142.530116,-10.92399801
142.5308595,-10.92308051
142.531466,-10.92248351
142.531623,-10.92228551
142.531774,-10.92212401
142.532172,-10.92194101
142.5324865,-10.92193101
142.5325725,-10.92193101
142.5327395,-10.92196051
142.5329875,-10.92217551
142.5332955,-10.92250201
142.533732,-10.92300051
142.5339485,-10.92334851
142.5341585,-10.92359251
142.534768,-10.92415701
142.5352205,-10.92465501
142.53543,-10.92496851
142.535509,-10.92505301
142.5357605,-10.92525351
142.535982,-10.92556851
142.536136,-10.92567651
142.536791,-10.92651151
142.5369595,-10.92675951
142.53809,-10.92710101
142.538814,-10.92731951
142.539299,-10.92729851
142.539462,-10.92731901
142.539622,-10.92747001
142.539809,-10.92771501
142.540048,-10.92794251
142.540465,-10.92830051
142.54087,-10.92856901
142.541564,-10.92905551
142.5417475,-10.92911151
142.5420955,-10.92923251
142.5425995,-10.92956701
142.5430125,-10.92980401
142.5432945,-10.92989001
142.5438845,-10.93020351
142.5447075,-10.93046601
142.545549,-10.93079201
142.545857,-10.93090151
142.5462015,-10.93097951
142.5463725,-10.93098951
142.547839,-10.93098001
142.548111,-10.93108001
142.5489505,-10.93171301
142.549615,-10.93178551
142.549976,-10.93184601
142.5500545,-10.93180351
142.5507185,-10.93178201
142.5507955,-10.93177251
142.5514,-10.93182051
142.551911,-10.93185701
142.5524245,-10.93187451
142.553282,-10.93198501
142.554141,-10.93215301
142.554432,-10.93218501
142.55486,-10.93218851
142.555028,-10.93095351
142.555219,-10.92954551
142.5548765,-10.92948351
142.554542,-10.92936751
142.553996,-10.92925901
142.553122,-10.92900051
142.5522205,-10.92872901
142.551347,-10.92847051
142.550414,-10.92807301
142.5495135,-10.92772601
142.5485985,-10.92716701
142.5480865,-10.92683251
142.5477255,-10.92654351
142.546844,-10.92573501
142.546068,-10.92487001
142.545633,-10.92403801
142.545503,-10.92372551
142.545381,-10.92322201
142.545336,-10.92273901
142.545181,-10.92196951
142.5450765,-10.92136351
142.5450645,-10.92111251
142.5451165,-10.92095201
142.5451785,-10.92086851
142.545338,-10.92080251
142.5456525,-10.92078651
142.5456645,-10.92075401
142.5456815,-10.92070851
142.545641,-10.92063451
142.5454775,-10.92055051
142.5454095,-10.92047301
142.5454115,-10.92016051
142.545461,-10.91999901
142.545557,-10.91983051
142.5456395,-10.91948451
142.545626,-10.91913751
142.545491,-10.91887051
142.5452995,-10.91815751
142.545097,-10.91736351
142.5449745,-10.91698301
142.544866,-10.91636701
142.5446175,-10.91550551
142.5444855,-10.91495851
142.544344,-10.91453051
142.544174,-10.91365351
142.543993,-10.91273201
142.5438715,-10.91175301
142.5437575,-10.91075001
142.5437455,-10.90979701
142.543752,-10.90933751
142.543809,-10.90887601
142.543872,-10.90863351
142.544037,-10.90839051
142.544209,-10.90833901
142.5443805,-10.90833601
142.544549,-10.90830201
142.5449525,-10.90799801
142.545029,-10.90777051
142.5449905,-10.90755101
142.544189,-10.90755601
142.5440225,-10.90751151
142.543795,-10.90739501
142.5437445,-10.90731951
142.5437385,-10.90724351
142.5439755,-10.90709051
142.544179,-10.90687051
142.5442355,-10.90639051
142.544337,-10.90551201
142.5443175,-10.90479601
142.5443005,-10.90380701
142.544297,-10.90290651
142.544266,-10.90207301
142.544252,-10.90125251
142.544257,-10.90035201
142.544343,-10.89945101
142.544535,-10.89856401
142.5447675,-10.89761951
142.5451405,-10.89677151
142.54549,-10.89619201
142.54569,-10.89593251
142.54583,-10.89578701
142.5460745,-10.89563401
142.5464055,-10.89562451
142.5467975,-10.89524601
142.547452,-10.89461451
142.5473695,-10.89425351
142.5473385,-10.89373101
142.547229,-10.89336551
142.5472395,-10.89309951
142.547379,-10.89283401
142.547555,-10.89257801
142.547784,-10.89194201
142.548006,-10.89148651
142.54825,-10.89094701
142.5485445,-10.89023251
142.5490365,-10.88935551
142.549562,-10.88849401
142.5497955,-10.88799301
142.5500295,-10.88769801
142.5504435,-10.88739101
142.550765,-10.88708401
142.5508855,-10.88704451
142.551303,-10.88702601
142.5514555,-10.88674151
142.551848,-10.88659001
142.552189,-10.88642751
142.552402,-10.88614351
142.552437,-10.88603751
142.552531,-10.88583901
142.5526405,-10.88574901
142.552764,-10.88558301
142.552982,-10.88550051
142.5531105,-10.88539401
142.553299,-10.88518501
142.5532705,-10.88500001
142.5532545,-10.88475201
142.553284,-10.88459501
142.5534435,-10.88436351
142.5536755,-10.88430601
142.5538605,-10.88413701
142.5539805,-10.88400551
142.5542155,-10.88385051
142.554539,-10.88377551
142.554696,-10.88368701
142.554842,-10.88358401
142.554849,-10.88340151
142.554901,-10.88332101
142.5550335,-10.88332001
142.555871,-10.88115401
142.5573505,-10.87755551
142.557531,-10.87707901
142.5577115,-10.87645101
142.5579955,-10.87562951
142.5580585,-10.87538851
142.5581265,-10.87509901
142.5583325,-10.87468101
142.5584565,-10.87451851
142.558867,-10.87431601
142.5594515,-10.87415101
142.560498,-10.87422251
142.561755,-10.87407351
142.561989,-10.87422601
142.5621575,-10.87444551
142.562394,-10.87486851
142.562317,-10.87490751
142.5620115,-10.87520401
142.5617425,-10.87544801
142.562252,-10.87609151
142.5626425,-10.87643501
142.5627935,-10.87654551
142.5631315,-10.87664401
142.5633685,-10.87668701
142.563638,-10.87666301
142.5638855,-10.87659501
142.5642795,-10.87635951
142.564515,-10.87620201
142.5647515,-10.87617901
142.5650445,-10.87625551
142.5653275,-10.87645451
142.5655765,-10.87668651
142.565747,-10.87690901
142.5657705,-10.87709801
142.5657595,-10.87724251
142.5655245,-10.87742201
142.5653335,-10.87763451
142.565165,-10.87779151
142.565087,-10.87788051
142.5650765,-10.87799201
142.565392,-10.87792451
142.5660205,-10.87749701
142.566626,-10.87697151
142.567255,-10.87648901
142.5674565,-10.87636501
142.5676945,-10.87628801
142.568051,-10.87580201
142.569021,-10.87447901
142.5694595,-10.87387751
142.5699785,-10.87297101
142.570579,-10.87248351
142.57103,-10.87212751
142.5715565,-10.87193751
142.5720845,-10.87178551
142.572761,-10.87137251
142.5731915,-10.87081101
142.5734355,-10.87054951
142.573868,-10.87039801
142.5742265,-10.87039601
142.5746985,-10.87059901
142.574964,-10.87082101
142.575172,-10.87106201
142.575326,-10.87152701
142.575332,-10.87155551
142.5758145,-10.87302101
142.5758395,-10.87325201
142.576006,-10.87376851
142.5760395,-10.87386051
142.5762865,-10.87476851
142.576616,-10.87564651
142.5768555,-10.87617001
142.577064,-10.87653051
142.577434,-10.87711901
142.5776235,-10.87734951
142.578101,-10.87819101
142.578365,-10.87844751
142.5789575,-10.87878801
142.579286,-10.87896101
142.5797015,-10.87913601
142.580199,-10.87920501
142.580364,-10.87926551
142.580481,-10.87939601
142.580948,-10.87985801
142.5813275,-10.88014701
142.5816695,-10.88034551
142.582149,-10.88054351
142.5825365,-10.88066901
142.582905,-10.88068501
142.5833755,-10.88081001
142.583652,-10.88083601
142.584039,-10.88093451
142.584316,-10.88104201
142.5849445,-10.88128051
142.585295,-10.88143751
142.585843,-10.88171151
142.5864045,-10.88211551
142.586912,-10.88239001
142.587639,-10.88149751
142.5883375,-10.88063951
142.588829,-10.88003651
142.589077,-10.87973201
142.588844,-10.87955601
142.588562,-10.87922151
142.588159,-10.87871101
142.5873395,-10.87787151
142.5866605,-10.87699551
142.586504,-10.87661301
142.5863805,-10.87609451
142.5861615,-10.87515351
142.586139,-10.87505451
142.586086,-10.87471651
142.586082,-10.87441151
142.586019,-10.87417951
142.585997,-10.87397251
142.585951,-10.87353251
142.585825,-10.87302801
142.585798,-10.87278751
142.585736,-10.87197601
142.5857765,-10.87152551
142.5859045,-10.87112201
142.585966,-10.87085651
142.5860495,-10.87069501
142.5861315,-10.87062451
142.586382,-10.87062301
142.5864625,-10.87064801
142.5867025,-10.87074051
142.5868415,-10.87086551
142.5872175,-10.87063001
142.587518,-10.87044151
142.5875545,-10.86977701
142.5874645,-10.86898351
142.5874665,-10.86869601
142.58737,-10.86822001
142.587155,-10.86774451
142.586941,-10.86739651
142.586857,-10.86710601
142.5869745,-10.86693101
142.5871505,-10.86689451
142.587464,-10.86683951
142.5877995,-10.86682501
142.588141,-10.86686551
142.5892495,-10.86707301
142.591174,-10.86789101
142.59274,-10.86896151
142.59413,-10.87010251
142.5965655,-10.87193051
142.598145,-10.87334101
142.599585,-10.87431301
142.6001695,-10.87498501
142.6011815,-10.87572301
142.6017145,-10.87639551
142.6028305,-10.87742001
142.603536,-10.87834501
142.604377,-10.87908351
142.6053885,-10.87968601
142.6068975,-10.88075901
142.6071055,-10.88131501
142.6079985,-10.88220551
142.608859,-10.88270601
142.609234,-10.88319551
142.609801,-10.88381701
142.6104945,-10.88439901
142.6110575,-10.88553301
142.611485,-10.88563201
142.6117095,-10.88600251
142.6115585,-10.88652651
142.6116135,-10.88726951
142.6119055,-10.88755501
142.612346,-10.88759551
142.61272,-10.88743101
142.6133335,-10.88774051
142.6139765,-10.88824251
142.614643,-10.88898601
142.6143425,-10.88930051
142.6146865,-10.89038751
142.6150425,-10.89096151
142.6154465,-10.89116601
142.616076,-10.89176001
142.6165215,-10.89259301
142.617347,-10.89381301
142.617663,-10.89449301
142.61766,-10.89589901
142.6177915,-10.89669601
142.617913,-10.89682451
142.6182145,-10.89683351
142.6184845,-10.89692801
142.6187345,-10.89733151
142.618847,-10.89820451
142.618876,-10.89953551
142.6188575,-10.90015351
142.6187615,-10.90032451
142.618644,-10.90049551
142.6186345,-10.90075151
142.618642,-10.90109601
142.618872,-10.90258051
142.6197775,-10.90570001
142.619669,-10.90672151
142.6196885,-10.90819951
142.6195225,-10.90916301
142.6194485,-10.90973751
142.619272,-10.91022801
142.619203,-10.91054901
142.6192095,-10.91136701
142.6192145,-10.91213551
142.6192195,-10.91239401
142.6192585,-10.91261301
142.6194405,-10.91273901
142.619481,-10.91288951
142.6194535,-10.91302401
142.6193705,-10.91324251
142.6191875,-10.91344901
142.619023,-10.91366451
142.618966,-10.91391001
142.618964,-10.91401351
142.619593,-10.91519301
142.6202115,-10.91633201
142.620367,-10.91670151
142.620412,-10.91716301
142.6202685,-10.91755151
142.620473,-10.91799901
142.620684,-10.91844451
142.620618,-10.91895101
142.620466,-10.91930651
142.62018,-10.92010151
142.6198775,-10.92106601
142.619472,-10.92187851
142.619236,-10.92250451
142.6185575,-10.92336951
142.6168405,-10.92503301
142.6148175,-10.92695201
142.6139805,-10.92759851
142.6131155,-10.92824501
142.6127645,-10.92903801
142.6123705,-10.92972701
142.6119415,-10.93006351
142.6117985,-10.93061951
142.6116245,-10.93133201
142.611519,-10.93192501
142.6113865,-10.93230651
142.611297,-10.93285051
142.611036,-10.93366201
142.6106865,-10.93447401
142.6101515,-10.93533651
142.6095995,-10.93613851
142.609096,-10.93693051
142.610333,-10.93833301
142.61185,-10.94005251
142.6126725,-10.93954001
142.6130045,-10.93936551
142.613477,-10.93925101
142.6137165,-10.93918701
142.6139435,-10.93918351
142.6143495,-10.93995701
142.614712,-10.94057151
142.615184,-10.94094901
142.6157345,-10.94170601
142.6162375,-10.94221151
142.617682,-10.94291901
142.6190285,-10.94352551
142.619709,-10.94355051
142.620478,-10.94355501
142.621102,-10.94362751
142.621786,-10.94370001
142.622316,-10.94371401
142.623085,-10.94375251
142.623662,-10.94370901
142.6244845,-10.94375101
142.625089,-10.94376651
142.625787,-10.94350151
142.62674,-10.94328151
142.627805,-10.94285751
142.6285545,-10.94245651
